SIGMA-LI,DateOf,cecha1,cecha2
PPR-R20PN20,10/10/2012,8,12.8
PPR-R20PN20,10/12/2012,12,19.2
PPR-R20PN20,10/17/2012,4,6.4
PPR-R20PN20,10/18/2012,12,19.2
PPR-R20PN20,10/23/2012,28,44.8
PPR-R20PN20,11/2/2012,40,64
PPR-R20PN20,10/23/2012,200,326
PPR-R20PN20,10/23/2012,200,326
PPR-R20PN20,10/23/2012,200,326
PPR-R20PN20,10/23/2012,200,326
PPR-R20PN20,11/2/2012,18,28.8
PPR-R20PN20,11/2/2012,82,131.2
PPR-R20PN20,11/5/2012,12,19.2
PPR-R20PN20,11/6/2012,40,64
PPR-R20PN20,10/25/2012,32,51.2
PPR-R20PN20,11/11/2012,10,6.1
PPR-R20PN20,11/12/2012,50,80
PPR-R20PN20,11/12/2012,16,25.6
PPR-R20PN20,11/12/2012,200,320
PPR-R20PN20,11/12/2012,124,198.4
PPR-R20PN20,11/13/2012,40,64
PPR-R20PN20,11/14/2012,36,57.6
PPR-R20PN20,11/14/2012,200,320
PPR-R20PN20,11/14/2012,8,12.8
PPR-R20PN20,11/14/2012,156,254.28
PPR-R20PN20,11/17/2012,8,13.04
PPR-R20PN20,11/20/2012,200,326
PPR-R20PN20,11/20/2012,200,326
PPR-R20PN20,11/20/2012,200,326
PPR-R20PN20,11/20/2012,200,326
PPR-R20PN20,11/22/2012,12,19.56
PPR-R20PN20,11/22/2012,20,32.6
PPR-R20PN20,11/27/2012,4,6.52
PPR-R20PN20,11/27/2012,8,13.04
PPR-R20PN20,11/28/2012,8,13.04
PPR-R20PN20,12/4/2012,8,13.04
PPR-R20PN20,12/10/2012,200,326
PPR-R20PN20,12/10/2012,200,326
PPR-R20PN20,1/7/2013,4,6.52
PPR-R20PN20,1/8/2013,164,267.32
PPR-R20PN20,1/8/2013,36,58.68
PPR-R20PN20,1/8/2013,12,19.56
PPR-R20PN20,1/16/2013,16,26.08
PPR-R20PN20,1/10/2013,4,6.52
PPR-R20PN20,12/21/2012,200,326
PPR-R20PN20,1/18/2013,132,215.16
PPR-R20PN20,1/18/2013,200,326
PPR-R20PN20,1/18/2013,10,6.1
PPR-R20PN20,1/18/2013,58,94.54
PPR-R20PN20,1/23/2013,142,231.46
PPR-R20PN20,1/23/2013,58,94.54
PPR-R20PN20,1/24/2013,12,19.56
PPR-R20PN20,6/18/2013,200,328
PPR-R20PN20,6/18/2013,200,328
PPR-R20PN20,6/18/2013,200,328
PPR-R20PN20,2/5/2013,12,19.56
PPR-R20PN20,2/8/2013,4,6.52
PPR-R20PN20,2/22/2013,40,65.2
PPR-R20PN20,2/9/2013,20,32.6
PPR-R20PN20,1/2/2013,8,13.04
PPR-R20PN20,2/12/2013,4,6.52
PPR-R20PN20,2/12/2013,106,172.78
PPR-R20PN20,2/12/2013,14,22.82
PPR-R20PN20,2/12/2013,200,328
PPR-R20PN20,2/12/2013,200,328
PPR-R20PN20,2/27/2013,4,6.52
PPR-R20PN20,2/27/2013,40,65.2
PPR-R20PN20,3/2/2013,8,13.04
PPR-R20PN20,3/1/2013,20,32.6
PPR-R20PN20,1/31/2013,8,13.04
PPR-R20PN20,3/6/2013,50,81.5
PPR-R20PN20,3/6/2013,10,16.3
PPR-R20PN20,2/19/2013,32,52.16
PPR-R20PN20,3/8/2013,28,45.64
PPR-R20PN20,3/14/2013,4,6.52
PPR-R20PN20,3/19/2013,60,97.8
PPR-R20PN20,3/19/2013,8,13.04
PPR-R20PN20,3/20/2013,16,26.08
PPR-R20PN20,3/20/2013,60,97.8
PPR-R20PN20,3/2/2015,16,26.24
PPR-R20PN20,3/20/2013,14,22.82
PPR-R20PN20,3/20/2013,86,140.18
PPR-R20PN20,4/2/2013,16,26.08
PPR-R20PN20,4/3/2013,32,52.16
PPR-R20PN20,4/3/2013,20,32.6
PPR-R20PN20,4/8/2013,200,328
PPR-R20PN20,4/8/2013,46,74.98
PPR-R20PN20,4/8/2013,54,88.02
PPR-R20PN20,4/12/2013,4,6.52
PPR-R20PN20,4/8/2013,100,163
PPR-R20PN20,4/9/2013,4,6.52
PPR-R20PN20,4/9/2013,32,52.16
PPR-R20PN20,4/12/2013,2,3.26
PPR-R20PN20,4/12/2013,2,3.26
PPR-R20PN20,4/16/2013,198,322.74
PPR-R20PN20,4/16/2013,2,3.26
PPR-R20PN20,4/17/2013,200,318
PPR-R20PN20,4/17/2013,200,318
PPR-R20PN20,4/11/2013,4,6.52
PPR-R20PN20,4/4/2013,4,6.52
PPR-R20PN20,4/23/2013,6,9.78
PPR-R20PN20,4/23/2013,4,6.52
PPR-R20PN20,4/23/2013,2,3.28
PPR-R20PN20,4/23/2013,4,6.56
PPR-R20PN20,4/23/2013,194,318.16
PPR-R20PN20,4/23/2013,126,206.64
PPR-R20PN20,4/23/2013,74,121.36
PPR-R20PN20,4/23/2013,6,9.78
PPR-R20PN20,4/25/2013,2,3.26
PPR-R20PN20,4/25/2013,8,13.04
PPR-R20PN20,4/25/2013,30,49.2
PPR-R20PN20,4/26/2013,8,13.12
PPR-R20PN20,5/2/2013,4,6.56
PPR-R20PN20,5/2/2013,200,318
PPR-R20PN20,5/2/2013,200,318
PPR-R20PN20,5/2/2013,200,318
PPR-R20PN20,5/2/2013,200,318
PPR-R20PN20,5/2/2013,200,318
PPR-R20PN20,5/2/2013,200,318
PPR-R20PN20,5/2/2013,200,318
PPR-R20PN20,5/6/2013,40,65.6
PPR-R20PN20,5/7/2013,118,193.52
PPR-R20PN20,5/7/2013,82,130.38
PPR-R20PN20,5/9/2013,16,25.44
PPR-R20PN20,5/9/2013,100,159
PPR-R20PN20,5/10/2013,2,3.18
PPR-R20PN20,5/10/2013,6,9.54
PPR-R20PN20,5/13/2013,60,95.4
PPR-R20PN20,5/11/2013,16,25.44
PPR-R20PN20,5/11/2013,16,25.44
PPR-R20PN20,5/13/2013,4,6.36
PPR-R20PN20,5/15/2013,80,127.2
PPR-R20PN20,5/15/2013,24,38.16
PPR-R20PN20,5/17/2013,10,15.9
PPR-R20PN20,5/17/2013,190,302.1
PPR-R20PN20,5/24/2013,10,15.9
PPR-R20PN20,5/24/2013,30,47.7
PPR-R20PN20,5/28/2013,200,318
PPR-R20PN20,5/28/2013,48,76.32
PPR-R20PN20,6/3/2013,40,63.6
PPR-R20PN20,6/5/2013,4,6.36
PPR-R20PN20,6/5/2013,48,76.32
PPR-R20PN20,6/7/2013,30,47.7
PPR-R20PN20,6/7/2013,50,79.5
PPR-R20PN20,6/10/2013,40,63.6
PPR-R20PN20,6/11/2013,110,174.9
PPR-R20PN20,6/11/2013,90,143.1
PPR-R20PN20,6/12/2013,8,12.72
PPR-R20PN20,6/13/2013,102,162.18
PPR-R20PN20,6/13/2013,200,318
PPR-R20PN20,6/13/2013,18,28.62
PPR-R20PN20,6/24/2013,200,328
PPR-R20PN20,6/24/2013,4,6.36
PPR-R20PN20,6/28/2013,8,12.72
PPR-R20PN20,7/2/2013,56,89.04
PPR-R20PN20,6/25/2013,70,111.3
PPR-R20PN20,6/25/2013,10,15.9
PPR-R20PN20,7/1/2013,20,31.8
PPR-R20PN20,7/4/2013,20,31.8
PPR-R20PN20,7/4/2013,86,136.74
PPR-R20PN20,7/4/2013,16,25.44
PPR-R20PN20,7/4/2013,98,155.82
PPR-R20PN20,7/4/2013,60,95.4
PPR-R20PN20,7/9/2013,32,52.48
PPR-R20PN20,7/9/2013,32,50.88
PPR-R20PN20,7/9/2013,60,98.4
PPR-R20PN20,7/9/2013,10,15.9
PPR-R20PN20,7/9/2013,10,16.4
PPR-R20PN20,7/10/2013,200,328
PPR-R20PN20,7/10/2013,200,328
PPR-R20PN20,7/10/2013,200,328
PPR-R20PN20,7/15/2013,80,131.2
PPR-R20PN20,7/10/2013,20,32.8
PPR-R20PN20,7/16/2013,4,6.56
PPR-R20PN20,7/16/2013,4,6.56
PPR-R20PN20,7/16/2013,32,52.48
PPR-R20PN20,7/15/2013,78,127.92
PPR-R20PN20,7/15/2013,200,328
PPR-R20PN20,7/15/2013,42,68.88
PPR-R20PN20,7/20/2013,16,26.24
PPR-R20PN20,7/18/2013,38,62.32
PPR-R20PN20,7/18/2013,62,101.68
PPR-R20PN20,7/18/2013,24,39.36
PPR-R20PN20,7/23/2013,40,65.6
PPR-R20PN20,6/17/2013,200,328
PPR-R20PN20,6/17/2013,200,328
PPR-R20PN20,6/17/2013,200,328
PPR-R20PN20,6/17/2013,8,12.72
PPR-R20PN20,6/18/2013,200,328
PPR-R20PN20,6/18/2013,200,328
PPR-R20PN20,6/18/2013,200,328
PPR-R20PN20,6/19/2013,40,63.6
PPR-R20PN20,6/19/2013,60,95.4
PPR-R20PN20,3/23/2015,8,13.12
PPR-R20PN20,8/8/2013,40,65.6
PPR-R20PN20,8/13/2013,12,19.68
PPR-R20PN20,8/13/2013,2,3.28
PPR-R20PN20,8/13/2013,198,324.72
PPR-R20PN20,8/6/2013,58,95.12
PPR-R20PN20,8/6/2013,142,232.88
PPR-R20PN20,8/13/2013,2,3.28
PPR-R20PN20,8/13/2013,2,3.28
PPR-R20PN20,7/31/2013,200,328
PPR-R20PN20,7/31/2013,200,328
PPR-R20PN20,7/31/2013,200,328
PPR-R20PN20,8/16/2013,20,32.8
PPR-R20PN20,8/12/2013,4,6.56
PPR-R20PN20,8/12/2013,200,328
PPR-R20PN20,8/12/2013,200,328
PPR-R20PN20,8/17/2013,40,65.6
PPR-R20PN20,8/22/2013,4,6.56
PPR-R20PN20,8/22/2013,4,6.56
PPR-R20PN20,8/27/2013,20,32.8
PPR-R20PN20,8/27/2013,200,328
PPR-R20PN20,9/2/2013,4,6.56
PPR-R20PN20,9/2/2013,4,6.56
PPR-R20PN20,9/2/2013,60,98.4
PPR-R20PN20,9/3/2013,42,68.88
PPR-R20PN20,9/3/2013,158,259.12
PPR-R20PN20,9/3/2013,4,6.56
PPR-R20PN20,9/5/2013,38,62.32
PPR-R20PN20,9/5/2013,18,29.52
PPR-R20PN20,9/5/2013,20,32.8
PPR-R20PN20,9/5/2013,20,32.8
PPR-R20PN20,8/31/2013,4,6.56
PPR-R20PN20,9/10/2013,4,6.56
PPR-R20PN20,9/11/2013,200,328
PPR-R20PN20,9/11/2013,200,328
PPR-R20PN20,9/11/2013,200,328
PPR-R20PN20,9/27/2013,8,13.12
PPR-R20PN20,9/16/2013,100,164
PPR-R20PN20,10/2/2013,34,55.76
PPR-R20PN20,10/2/2013,26,42.64
PPR-R20PN20,10/3/2013,80,131.2
PPR-R20PN20,10/8/2013,32,52.48
PPR-R20PN20,10/8/2013,200,328
PPR-R20PN20,10/8/2013,62,101.68
PPR-R20PN20,10/8/2013,38,62.32
PPR-R20PN20,10/9/2013,100,164
PPR-R20PN20,10/11/2013,62,101.68
PPR-R20PN20,10/11/2013,18,29.52
PPR-R20PN20,10/16/2013,182,298.48
PPR-R20PN20,10/16/2013,18,29.52
PPR-R20PN20,10/30/2013,8,13.12
PPR-R20PN20,10/17/2013,8,13.12
PPR-R20PN20,10/22/2013,32,52.48
PPR-R20PN20,10/23/2013,32,52.48
PPR-R20PN20,10/23/2013,32,52.48
PPR-R20PN20,10/23/2013,100,164
PPR-R20PN20,11/4/2013,2,3.28
PPR-R20PN20,11/4/2013,2,3.28
PPR-R20PN20,10/31/2013,20,32.8
PPR-R20PN20,10/25/2013,40,65.6
PPR-R20PN20,10/28/2013,12,19.68
PPR-R20PN20,11/4/2013,60,98.4
PPR-R20PN20,11/5/2013,16,26.24
PPR-R20PN20,11/5/2013,90,147.6
PPR-R20PN20,11/5/2013,200,328
PPR-R20PN20,11/5/2013,110,180.4
PPR-R20PN20,11/6/2013,12,19.68
PPR-R20PN20,11/6/2013,60,98.4
PPR-R20PN20,11/7/2013,4,6.56
PPR-R20PN20,11/14/2013,200,328
PPR-R20PN20,11/14/2013,200,328
PPR-R20PN20,11/14/2013,200,328
PPR-R20PN20,11/14/2013,200,328
PPR-R20PN20,11/14/2013,200,328
PPR-R20PN20,11/9/2013,14,22.96
PPR-R20PN20,11/9/2013,2,3.28
PPR-R20PN20,11/12/2013,12,19.68
PPR-R20PN20,11/20/2013,80,131.2
PPR-R20PN20,11/29/2013,40,65.6
PPR-R20PN20,11/29/2013,44,72.16
PPR-R20PN20,12/2/2013,22,36.08
PPR-R20PN20,12/2/2013,8,13.12
PPR-R20PN20,12/2/2013,2,3.28
PPR-R20PN20,12/3/2013,4,6.56
PPR-R20PN20,12/10/2013,186,305.04
PPR-R20PN20,12/10/2013,14,22.96
PPR-R20PN20,12/9/2013,4,6.56
PPR-R20PN20,12/9/2013,4,6.56
PPR-R20PN20,12/12/2013,4,6.56
PPR-R20PN20,12/17/2013,16,26.24
PPR-R20PN20,12/20/2013,200,318
PPR-R20PN20,12/20/2013,200,318
PPR-R20PN20,12/20/2013,200,318
PPR-R20PN20,12/20/2013,200,318
PPR-R20PN20,12/23/2013,40,65.6
PPR-R20PN20,12/23/2013,40,65.6
PPR-R20PN20,1/7/2014,8,13.12
PPR-R20PN20,1/8/2014,20,32.8
PPR-R20PN20,1/10/2014,80,131.2
PPR-R20PN20,1/10/2014,18,29.52
PPR-R20PN20,1/10/2014,6,9.84
PPR-R20PN20,1/13/2014,16,26.24
PPR-R20PN20,1/13/2014,100,164
PPR-R20PN20,1/14/2014,78,127.92
PPR-R20PN20,1/14/2014,200,328
PPR-R20PN20,1/14/2014,122,200.08
PPR-R20PN20,1/17/2014,78,127.92
PPR-R20PN20,1/17/2014,122,193.98
PPR-R20PN20,1/21/2014,32,50.88
PPR-R20PN20,1/22/2014,20,31.8
PPR-R20PN20,1/23/2014,26,41.34
PPR-R20PN20,1/23/2014,174,276.66
PPR-R20PN20,1/28/2014,2,3.18
PPR-R20PN20,1/28/2014,30,47.7
PPR-R20PN20,1/29/2014,200,312
PPR-R20PN20,1/29/2014,200,312
PPR-R20PN20,1/29/2014,200,312
PPR-R20PN20,1/29/2014,200,312
PPR-R20PN20,1/28/2014,24,38.16
PPR-R20PN20,2/1/2014,8,12.72
PPR-R20PN20,1/31/2014,162,257.58
PPR-R20PN20,1/31/2014,38,60.42
PPR-R20PN20,2/10/2014,8,12.72
PPR-R20PN20,2/10/2014,154,244.86
PPR-R20PN20,2/10/2014,40,65.6
PPR-R20PN20,2/10/2014,200,312
PPR-R20PN20,2/10/2014,6,9.36
PPR-R20PN20,2/24/2014,32,49.92
PPR-R20PN20,2/27/2014,40,62.4
PPR-R20PN20,2/27/2014,200,312
PPR-R20PN20,2/27/2014,200,312
PPR-R20PN20,2/27/2014,200,312
PPR-R20PN20,2/27/2014,200,312
PPR-R20PN20,2/27/2014,8,12.48
PPR-R20PN20,2/28/2014,20,31.2
PPR-R20PN20,3/17/2014,40,62.4
PPR-R20PN20,2/28/2014,12,18.72
PPR-R20PN20,3/19/2014,40,62.4
PPR-R20PN20,3/20/2014,4,6.24
PPR-R20PN20,3/5/2014,200,312
PPR-R20PN20,3/25/2014,12,18.72
PPR-R20PN20,3/5/2014,82,127.92
PPR-R20PN20,3/5/2014,38,59.28
PPR-R20PN20,3/27/2014,4,6.24
PPR-R20PN20,3/29/2014,8,12.48
PPR-R20PN20,3/31/2014,4,6.24
PPR-R20PN20,4/1/2014,4,6.24
PPR-R20PN20,4/2/2014,24,37.44
PPR-R20PN20,4/2/2014,4,6.24
PPR-R20PN20,4/2/2014,20,31.2
PPR-R20PN20,4/1/2014,54,84.24
PPR-R20PN20,4/1/2014,200,312
PPR-R20PN20,4/1/2014,146,227.76
PPR-R20PN20,4/4/2014,2,3.12
PPR-R20PN20,4/4/2014,6,9.36
PPR-R20PN20,4/7/2014,194,302.64
PPR-R20PN20,4/7/2014,6,9.36
PPR-R20PN20,4/14/2014,4,6.24
PPR-R20PN20,4/22/2014,186,290.16
PPR-R20PN20,4/22/2014,14,21.84
PPR-R20PN20,4/24/2014,186,290.16
PPR-R20PN20,4/24/2014,14,21.84
PPR-R20PN20,4/17/2014,8,12.48
PPR-R20PN20,4/25/2014,4,6.24
PPR-R20PN20,4/29/2014,4,6.24
PPR-R20PN20,4/26/2014,12,18.72
PPR-R20PN20,5/5/2014,166,258.96
PPR-R20PN20,5/5/2014,4,6.24
PPR-R20PN20,5/5/2014,4,6.24
PPR-R20PN20,5/5/2014,26,42.64
PPR-R20PN20,4/30/2014,200,328
PPR-R20PN20,4/30/2014,200,328
PPR-R20PN20,4/30/2014,200,328
PPR-R20PN20,4/30/2014,200,328
PPR-R20PN20,4/30/2014,200,328
PPR-R20PN20,4/30/2014,200,328
PPR-R20PN20,4/30/2014,200,328
PPR-R20PN20,5/10/2014,24,39.36
PPR-R20PN20,5/13/2014,8,13.12
PPR-R20PN20,5/12/2014,100,164
PPR-R20PN20,5/24/2014,8,13.12
PPR-R20PN20,5/14/2014,8,13.12
PPR-R20PN20,6/16/2014,20,32.8
PPR-R20PN20,6/2/2014,4,6.56
PPR-R20PN20,6/17/2014,18,29.52
PPR-R20PN20,6/17/2014,2,3.28
PPR-R20PN20,6/20/2014,198,324.72
PPR-R20PN20,6/20/2014,2,3.28
PPR-R20PN20,5/20/2014,42,68.88
PPR-R20PN20,5/20/2014,158,259.12
PPR-R20PN20,5/21/2014,12,19.68
PPR-R20PN20,6/23/2014,4,6.56
PPR-R20PN20,5/22/2014,30,49.2
PPR-R20PN20,5/22/2014,2,3.28
PPR-R20PN20,5/22/2014,20,32.8
PPR-R20PN20,5/28/2014,200,328
PPR-R20PN20,5/23/2014,178,291.92
PPR-R20PN20,5/23/2014,22,36.08
PPR-R20PN20,6/26/2014,200,328
PPR-R20PN20,6/26/2014,200,328
PPR-R20PN20,6/26/2014,200,328
PPR-R20PN20,6/26/2014,200,328
PPR-R20PN20,6/26/2014,2,3.28
PPR-R20PN20,6/26/2014,38,62.32
PPR-R20PN20,6/2/2014,40,65.6
PPR-R20PN20,6/2/2014,80,131.2
PPR-R20PN20,7/2/2014,4,6.56
PPR-R20PN20,6/4/2014,200,328
PPR-R20PN20,6/5/2014,12,19.68
PPR-R20PN20,5/12/2017,24,41.76
PPR-R20PN20,7/14/2014,60,98.4
PPR-R20PN20,7/4/2014,4,6.56
PPR-R20PN20,6/9/2014,34,55.76
PPR-R20PN20,6/9/2014,66,108.24
PPR-R20PN20,6/9/2014,100,164
PPR-R20PN20,6/9/2014,32,52.48
PPR-R20PN20,6/9/2014,2,3.28
PPR-R20PN20,6/9/2014,118,193.52
PPR-R20PN20,7/23/2014,12,19.68
PPR-R20PN20,6/12/2014,40,65.6
PPR-R20PN20,6/13/2014,4,6.56
PPR-R20PN20,7/28/2014,16,26.24
PPR-R20PN20,7/29/2014,66,108.24
PPR-R20PN20,7/29/2014,134,219.76
PPR-R20PN20,7/30/2014,66,108.24
PPR-R20PN20,7/30/2014,134,219.76
PPR-R20PN20,8/12/2014,66,108.24
PPR-R20PN20,8/12/2014,200,328
PPR-R20PN20,8/12/2014,134,219.76
PPR-R20PN20,8/20/2014,200,328
PPR-R20PN20,8/20/2014,200,328
PPR-R20PN20,8/20/2014,200,328
PPR-R20PN20,8/20/2014,200,328
PPR-R20PN20,8/25/2014,40,65.6
PPR-R20PN20,8/25/2014,4,6.56
PPR-R20PN20,8/26/2014,22,36.08
PPR-R20PN20,8/26/2014,178,291.92
PPR-R20PN20,9/1/2014,4,6.56
PPR-R20PN20,9/1/2014,8,13.12
PPR-R20PN20,9/2/2014,10,16.4
PPR-R20PN20,9/2/2014,30,49.2
PPR-R20PN20,9/4/2014,12,19.68
PPR-R20PN20,9/8/2014,200,328
PPR-R20PN20,9/8/2014,200,328
PPR-R20PN20,9/9/2014,4,6.56
PPR-R20PN20,9/13/2014,20,32.8
PPR-R20PN20,9/17/2014,80,131.2
PPR-R20PN20,9/19/2014,12,19.68
PPR-R20PN20,9/20/2014,20,32.8
PPR-R20PN20,9/24/2014,3,4.92
PPR-R20PN20,9/29/2014,8,13.12
PPR-R20PN20,10/21/2014,27,44.28
PPR-R20PN20,10/21/2014,173,283.72
PPR-R20PN20,10/23/2014,4,6.56
PPR-R20PN20,10/28/2014,23,37.72
PPR-R20PN20,10/28/2014,57,93.48
PPR-R20PN20,10/30/2014,200,328
PPR-R20PN20,10/30/2014,200,328
PPR-R20PN20,10/6/2014,8,13.12
PPR-R20PN20,11/3/2014,4,6.56
PPR-R20PN20,10/6/2014,11,18.04
PPR-R20PN20,10/6/2014,89,145.96
PPR-R20PN20,10/31/2014,12,19.68
PPR-R20PN20,10/9/2014,40,65.6
PPR-R20PN20,11/7/2014,127,208.28
PPR-R20PN20,11/7/2014,73,119.72
PPR-R20PN20,11/7/2014,24,39.36
PPR-R20PN20,11/7/2014,4,6.56
PPR-R20PN20,10/10/2014,8,13.12
PPR-R20PN20,11/14/2014,200,328
PPR-R20PN20,10/10/2014,4,6.56
PPR-R20PN20,10/10/2014,8,13.12
PPR-R20PN20,11/14/2014,20,32.8
PPR-R20PN20,11/17/2014,16,26.24
PPR-R20PN20,10/13/2014,16,26.24
PPR-R20PN20,11/19/2014,63,103.32
PPR-R20PN20,11/19/2014,137,224.68
PPR-R20PN20,10/14/2014,8,13.12
PPR-R20PN20,11/24/2014,200,328
PPR-R20PN20,11/24/2014,200,328
PPR-R20PN20,11/24/2014,200,328
PPR-R20PN20,11/25/2014,4,6.56
PPR-R20PN20,11/29/2014,12,19.68
PPR-R20PN20,12/1/2014,12,19.68
PPR-R20PN20,12/1/2014,20,32.8
PPR-R20PN20,12/1/2014,20,32.8
PPR-R20PN20,12/6/2014,12,19.68
PPR-R20PN20,12/9/2014,15,24.6
PPR-R20PN20,12/9/2014,1,1.64
PPR-R20PN20,12/9/2014,7,11.48
PPR-R20PN20,12/9/2014,25,41
PPR-R20PN20,12/16/2014,200,328
PPR-R20PN20,12/15/2014,40,65.6
PPR-R20PN20,12/18/2014,8,13.12
PPR-R20PN20,12/30/2014,4,6.56
PPR-R20PN20,1/8/2015,8,13.12
PPR-R20PN20,1/9/2015,4,6.56
PPR-R20PN20,1/16/2015,40,65.6
PPR-R20PN20,1/19/2015,40,65.6
PPR-R20PN20,2/2/2015,12,19.68
PPR-R20PN20,1/20/2015,31,50.84
PPR-R20PN20,1/20/2015,9,14.76
PPR-R20PN20,2/2/2015,12,19.68
PPR-R20PN20,1/21/2015,4,6.56
PPR-R20PN20,2/2/2015,4,6.56
PPR-R20PN20,2/4/2015,20,32.8
PPR-R20PN20,2/2/2015,20,32.8
PPR-R20PN20,2/5/2015,8,13.12
PPR-R20PN20,1/29/2015,32,52.48
PPR-R20PN20,1/29/2015,8,13.12
PPR-R20PN20,2/5/2015,11,18.04
PPR-R20PN20,2/5/2015,9,14.76
PPR-R20PN20,2/5/2015,8,13.12
PPR-R20PN20,2/5/2015,12,19.68
PPR-R20PN20,1/31/2015,0,0
PPR-R20PN20,2/3/2015,24,39.36
PPR-R20PN20,2/10/2015,191,313.24
PPR-R20PN20,2/10/2015,9,14.76
PPR-R20PN20,2/2/2015,20,32.8
PPR-R20PN20,2/13/2015,8,13.12
PPR-R20PN20,2/11/2015,28,45.92
PPR-R20PN20,2/13/2015,8,13.12
PPR-R20PN20,2/14/2015,12,19.68
PPR-R20PN20,2/16/2015,16,26.24
PPR-R20PN20,2/13/2015,8,13.12
PPR-R20PN20,2/16/2015,12,19.68
PPR-R20PN20,2/18/2015,12,19.68
PPR-R20PN20,2/17/2015,16,26.24
PPR-R20PN20,2/17/2015,200,306
PPR-R20PN20,2/17/2015,200,306
PPR-R20PN20,2/28/2015,12,19.68
PPR-R20PN20,3/2/2015,16,26.24
PPR-R20PN20,2/26/2015,12,19.68
PPR-R20PN20,2/26/2015,16,26.24
PPR-R20PN20,2/26/2015,4,6.56
PPR-R20PN20,3/4/2015,27,44.28
PPR-R20PN20,3/4/2015,13,21.32
PPR-R20PN20,3/9/2015,8,13.12
PPR-R20PN20,3/19/2015,16,26.24
PPR-R20PN20,3/23/2015,12,19.68
PPR-R20PN20,3/23/2015,151,247.64
PPR-R20PN20,3/23/2015,49,80.36
PPR-R20PN20,4/2/2015,127,208.28
PPR-R20PN20,4/2/2015,12,19.68
PPR-R20PN20,4/2/2015,20,32.8
PPR-R20PN20,4/2/2015,41,67.24
PPR-R20PN20,4/1/2015,8,13.12
PPR-R20PN20,4/9/2015,8,13.12
PPR-R20PN20,4/9/2015,12,19.68
PPR-R20PN20,4/1/2015,16,26.24
PPR-R20PN20,4/11/2015,28,45.92
PPR-R20PN20,4/20/2015,200,306
PPR-R20PN20,4/20/2015,200,306
PPR-R20PN20,4/20/2015,200,306
PPR-R20PN20,4/20/2015,200,306
PPR-R20PN20,4/14/2015,100,164
PPR-R20PN20,5/2/2015,8,12.24
PPR-R20PN20,4/23/2015,183,279.99
PPR-R20PN20,4/23/2015,16,26.24
PPR-R20PN20,4/23/2015,12,19.68
PPR-R20PN20,4/23/2015,4,6.56
PPR-R20PN20,4/23/2015,8,13.12
PPR-R20PN20,4/23/2015,77,117.81
PPR-R20PN20,4/16/2015,200,306
PPR-R20PN20,4/16/2015,200,306
PPR-R20PN20,4/16/2015,11,18.04
PPR-R20PN20,4/16/2015,4,6.56
PPR-R20PN20,4/16/2015,17,26.01
PPR-R20PN20,4/16/2015,183,279.99
PPR-R20PN20,4/16/2015,17,26.01
PPR-R20PN20,5/5/2015,16,24.48
PPR-R20PN20,5/5/2015,27,44.28
PPR-R20PN20,5/5/2015,4,6.56
PPR-R20PN20,5/5/2015,27,44.28
PPR-R20PN20,5/5/2015,4,6.56
PPR-R20PN20,5/11/2015,16,24.48
PPR-R20PN20,5/12/2015,4,6.12
PPR-R20PN20,5/12/2015,58,88.74
PPR-R20PN20,5/7/2015,12,18.36
PPR-R20PN20,5/15/2015,4,6.12
PPR-R20PN20,5/19/2015,5,7.65
PPR-R20PN20,5/19/2015,11,16.83
PPR-R20PN20,5/16/2015,16,24.48
PPR-R20PN20,5/20/2015,32,48.96
PPR-R20PN20,5/27/2015,200,328
PPR-R20PN20,5/27/2015,200,328
PPR-R20PN20,5/27/2015,200,328
PPR-R20PN20,5/27/2015,200,328
PPR-R20PN20,5/27/2015,200,328
PPR-R20PN20,6/18/2015,85,130.05
PPR-R20PN20,6/18/2015,15,22.95
PPR-R20PN20,6/19/2015,4,6.12
PPR-R20PN20,6/23/2015,4,6.12
PPR-R20PN20,6/23/2015,4,6.12
PPR-R20PN20,6/24/2015,8,12.24
PPR-R20PN20,6/24/2015,8,12.24
PPR-R20PN20,6/25/2015,12,18.36
PPR-R20PN20,7/1/2015,8,12.24
PPR-R20PN20,7/2/2015,16,24.48
PPR-R20PN20,7/6/2015,100,153
PPR-R20PN20,7/6/2015,20,30.6
PPR-R20PN20,7/8/2015,16,24.48
PPR-R20PN20,7/6/2015,1,1.53
PPR-R20PN20,7/6/2015,99,151.47
PPR-R20PN20,6/2/2015,40,61.2
PPR-R20PN20,7/6/2015,28,42.84
PPR-R20PN20,7/7/2015,48,73.44
PPR-R20PN20,7/10/2015,9,13.77
PPR-R20PN20,7/10/2015,191,292.23
PPR-R20PN20,7/10/2015,9,13.77
PPR-R20PN20,7/10/2015,7,10.71
PPR-R20PN20,6/6/2015,8,12.24
PPR-R20PN20,7/14/2015,9,13.77
PPR-R20PN20,7/14/2015,11,18.04
PPR-R20PN20,7/15/2015,24,39.36
PPR-R20PN20,6/9/2015,4,6.12
PPR-R20PN20,7/21/2015,8,13.12
PPR-R20PN20,6/11/2015,4,6.12
PPR-R20PN20,6/11/2015,16,24.48
PPR-R20PN20,7/21/2015,157,257.48
PPR-R20PN20,7/21/2015,43,70.52
PPR-R20PN20,6/12/2015,85,130.05
PPR-R20PN20,6/12/2015,115,175.95
PPR-R20PN20,7/23/2015,4,6.56
PPR-R20PN20,7/23/2015,60,98.4
